Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
100.0,100.0,100.0,100.0
70.0,28.56,-91885.0,556.0
70.0,5.06,-83520.0,522.0
70.0,-1.81,-85889.0,522.0
70.0,-1.81,133460.0,522.0
70.0,-1.81,721281.0,522.0
70.0,-1.81,878472.0,522.0
70.0,-1.81,1084043.0,522.0
70.0,-1.81,1143820.0,522.0
70.0,-1.81,1314195.0,522.0
70.0,-1.81,1348104.0,522.0
70.0,-1.81,1387487.0,522.0
70.0,-1.81,1419856.0,522.0
70.0,-1.81,1448597.0,522.0
70.0,-1.81,1437098.0,522.0
70.0,-1.81,1435425.0,523.0
70.0,-1.81,1439496.0,522.0
70.0,-1.81,1439083.0,522.0
70.0,-1.81,1442144.0,522.0
70.0,-1.81,1442761.0,522.0
70.0,-1.81,1445926.0,522.0
70.0,-1.81,1434287.0,522.0
70.0,-1.81,1410610.0,522.0
70.0,-1.81,1397311.0,522.0
70.0,-1.81,1383644.0,522.0
70.0,-1.81,1395191.0,522.0
70.0,-1.81,1398596.0,522.0
70.0,-1.81,1391343.0,522.0
70.0,-1.81,1379186.0,522.0
70.0,-1.81,1367907.0,522.0
70.0,-1.81,1367346.0,522.0
70.0,-1.81,1361901.0,523.0
70.0,-1.81,1366442.0,522.0
70.0,-1.81,1367759.0,522.0
70.0,-1.81,1364746.0,522.0
70.0,-1.81,1349393.0,522.0
70.0,-1.81,1338124.0,522.0
70.0,-1.81,1323015.0,522.0
70.0,-1.81,1321748.0,522.0
70.0,-1.81,1323161.0,522.0
70.0,-1.81,1318276.0,522.0
70.0,-1.81,1324067.0,522.0
70.0,-1.81,1330040.0,522.0
70.0,-1.81,1332253.0,522.0
60.0,-2.13,1372636.0,487.0
60.0,-14.56,1277697.0,478.0
60.0,-15.75,1212090.0,478.0
60.0,-15.63,1788885.0,478.0
60.0,-15.56,1980170.0,478.0
60.0,-15.5,2167019.0,478.0
60.0,-15.44,2249170.0,478.0
60.0,-15.38,2436951.0,478.0
60.0,-15.38,2476578.0,478.0
60.0,-15.31,2519725.0,478.0
60.0,-15.31,2535492.0,478.0
60.0,-15.31,2569763.0,479.0
60.0,-15.31,2606080.0,478.0
60.0,-15.31,2676583.0,478.0
60.0,-15.31,2710690.0,478.0
60.0,-15.31,2785623.0,478.0
60.0,-15.31,2834142.0,478.0
60.0,-15.31,2859747.0,478.0
60.0,-15.31,2897666.0,478.0
60.0,-15.31,2908207.0,479.0
60.0,-15.31,2947000.0,478.0
60.0,-15.31,2962953.0,478.0
60.0,-15.31,2989732.0,478.0
60.0,-15.31,2992947.0,478.0
60.0,-15.31,3002140.0,478.0
60.0,-15.31,3008535.0,478.0
60.0,-15.31,3019312.0,478.0
60.0,-15.31,3025319.0,478.0
60.0,-15.31,3036544.0,478.0
60.0,-15.31,3047653.0,478.0
60.0,-15.31,3058640.0,478.0
60.0,-15.31,3060853.0,478.0
60.0,-15.31,3066312.0,478.0
60.0,-15.31,3075225.0,478.0
60.0,-15.31,3076044.0,479.0
60.0,-15.31,3089561.0,478.0
60.0,-15.31,3097928.0,478.0
60.0,-15.31,3104263.0,478.0
60.0,-15.31,3103542.0,478.0
60.0,-15.31,3109667.0,478.0
60.0,-15.31,3111978.0,478.0
60.0,-15.31,3119415.0,478.0
60.0,-15.31,3129128.0,478.0
60.0,-15.31,3132935.0,478.0
60.0,-15.31,3130852.0,478.0
60.0,-15.31,3133533.0,478.0
60.0,-15.31,3137888.0,478.0
60.0,-15.31,3143027.0,479.0
60.0,-15.31,3142898.0,478.0
60.0,-15.31,3146843.0,478.0
50.0,-15.31,3183924.0,445.0
50.0,-27.25,3139451.0,435.0
50.0,-29.19,2938230.0,435.0
50.0,-29.06,2815347.0,435.0
50.0,-29.0,2867856.0,434.0
50.0,-28.94,2939961.0,435.0
50.0,-28.87,2983490.0,435.0
50.0,-28.81,3080145.0,435.0
50.0,-28.81,3113346.0,434.0
50.0,-28.75,3126053.0,434.0
50.0,-28.75,3135598.0,435.0
50.0,-28.75,3147229.0,434.0
50.0,-28.75,3172354.0,434.0
50.0,-28.75,3177749.0,434.0
50.0,-28.75,3191350.0,435.0
50.0,-28.75,3201857.0,434.0
50.0,-28.75,3218130.0,434.0
50.0,-28.75,3226179.0,435.0
50.0,-28.75,3238674.0,434.0
50.0,-28.75,3238837.0,435.0
50.0,-28.75,3226170.0,434.0
50.0,-28.75,3228319.0,435.0
50.0,-28.75,3230502.0,434.0
50.0,-28.75,3227661.0,434.0
50.0,-28.75,3230018.0,434.0
50.0,-28.75,3220067.0,435.0
50.0,-28.75,3221438.0,434.0
50.0,-28.75,3220813.0,435.0
50.0,-28.75,3224256.0,435.0
50.0,-28.75,3232191.0,434.0
50.0,-28.75,3234292.0,434.0
50.0,-28.75,3230179.0,434.0
50.0,-28.75,3230174.0,434.0
50.0,-28.75,3223535.0,434.0
50.0,-28.75,3222762.0,434.0
50.0,-28.75,3225713.0,434.0
50.0,-28.75,3220988.0,434.0
50.0,-28.75,3227513.0,435.0
50.0,-28.75,3235052.0,434.0
50.0,-28.75,3241245.0,434.0
50.0,-28.75,3252532.0,434.0
50.0,-28.75,3264843.0,434.0
50.0,-28.75,3283340.0,434.0
50.0,-28.75,3298959.0,434.0
50.0,-28.75,3307844.0,434.0
50.0,-28.75,3314799.0,434.0
50.0,-28.75,3331462.0,434.0
50.0,-28.75,3338677.0,435.0
50.0,-28.75,3356568.0,434.0
50.0,-28.75,3369205.0,435.0
40.0,-28.75,3501952.0,394.0
40.0,-43.06,3463163.0,386.0
40.0,-43.94,3031234.0,385.0
40.0,-43.81,2991167.0,385.0
40.0,-43.75,3029548.0,386.0
40.0,-43.69,3044153.0,386.0
40.0,-43.63,3070904.0,385.0
40.0,-43.56,3067761.0,386.0
40.0,-43.5,3053954.0,385.0
40.0,-43.44,3047925.0,386.0
40.0,-43.44,3057892.0,385.0
40.0,-43.38,3062189.0,386.0
40.0,-43.38,3067446.0,385.0
40.0,-43.38,3079733.0,385.0
40.0,-43.38,3092206.0,386.0
40.0,-43.38,3090549.0,386.0
40.0,-43.38,3097634.0,385.0
40.0,-43.38,3109221.0,385.0
40.0,-43.38,3114930.0,385.0
40.0,-43.38,3111721.0,385.0
40.0,-43.38,3114456.0,386.0
40.0,-43.19,3110193.0,386.0
40.0,-43.19,3113744.0,386.0
40.0,-43.19,3113447.0,386.0
40.0,-43.19,3113282.0,386.0
40.0,-43.19,3118263.0,386.0
40.0,-43.19,3126694.0,386.0
40.0,-43.19,3132437.0,386.0
40.0,-43.19,3137436.0,386.0
40.0,-43.19,3149905.0,386.0
40.0,-43.19,3154478.0,386.0
40.0,-43.19,3153843.0,386.0
40.0,-43.19,3154388.0,385.0
40.0,-43.19,3153933.0,386.0
40.0,-43.19,3150870.0,386.0
40.0,-43.19,3151223.0,386.0
40.0,-43.19,3152718.0,386.0
40.0,-43.19,3149743.0,386.0
40.0,-43.19,3139148.0,386.0
40.0,-43.19,3138663.0,386.0
40.0,-43.19,3139286.0,386.0
40.0,-43.19,3137001.0,386.0
40.0,-43.19,3144712.0,386.0
40.0,-43.19,3149953.0,386.0
40.0,-43.19,3155570.0,386.0
40.0,-43.19,3152837.0,386.0
40.0,-43.19,3146216.0,386.0
40.0,-43.19,3137613.0,385.0
40.0,-43.19,3136852.0,386.0
40.0,-43.19,3134223.0,385.0
30.0,-43.19,3152202.0,348.0
30.0,-56.06,3121983.0,338.0
30.0,-58.06,2571684.0,337.0
30.0,-58.06,2448777.0,337.0
30.0,-58.06,2434338.0,338.0
30.0,-58.06,2437847.0,337.0
30.0,-58.06,2433888.0,337.0
30.0,-58.06,2431689.0,337.0
30.0,-58.0,2437232.0,338.0
30.0,-57.94,2434289.0,337.0
30.0,-57.88,2434466.0,337.0
30.0,-57.81,2452535.0,337.0
30.0,-57.75,2472060.0,337.0
30.0,-57.75,2485565.0,337.0
30.0,-57.75,2482936.0,337.0
30.0,-57.75,2459379.0,337.0
30.0,-57.75,2444696.0,337.0
30.0,-57.75,2429615.0,342.0
30.0,-56.25,2429002.0,338.0
30.0,-57.25,2468219.0,338.0
30.0,-57.25,2435400.0,338.0
30.0,-57.25,2437561.0,338.0
30.0,-57.25,2445472.0,338.0
30.0,-57.25,2458997.0,338.0
30.0,-57.25,2462732.0,339.0
30.0,-57.25,2477175.0,338.0
30.0,-57.25,2487758.0,338.0
30.0,-57.25,2487283.0,339.0
30.0,-57.25,2498494.0,338.0
30.0,-57.25,2512627.0,338.0
