Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
70.0,-1.37,21.0,522.0
70.0,-1.37,21.0,522.0
70.0,-1.37,21.0,521.0
70.0,-1.37,21.0,522.0
70.0,-1.37,21.0,522.0
70.0,-1.37,21.0,522.0
70.0,-1.37,21.0,522.0
70.0,-1.37,21.0,522.0
70.0,-1.37,21.0,522.0
70.0,-1.37,21.0,522.0
70.0,-1.37,21.0,521.0
70.0,-1.37,21.0,522.0
70.0,28.19,21.0,585.0
70.0,13.5,21.0,534.0
70.0,0.12,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
60.0,-2.13,22.0,499.0
60.0,-11.75,24.0,480.0
60.0,-15.75,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,479.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,479.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,479.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,479.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.81,24.0,478.0
50.0,-15.81,25.0,457.0
50.0,-25.12,27.0,435.0
50.0,-29.94,27.0,434.0
50.0,-30.0,27.0,433.0
50.0,-29.94,27.0,433.0
50.0,-29.81,27.0,433.0
50.0,-29.75,27.0,433.0
50.0,-29.69,27.0,433.0
50.0,-29.69,27.0,433.0
50.0,-29.62,27.0,433.0
50.0,-29.56,27.0,433.0
50.0,-29.56,27.0,433.0
50.0,-29.5,27.0,434.0
50.0,-29.5,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,433.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,434.0
50.0,-29.44,27.0,433.0
40.0,-29.5,29.0,404.0
40.0,-40.69,30.0,386.0
40.0,-44.0,30.0,386.0
40.0,-43.94,30.0,386.0
40.0,-43.88,30.0,386.0
40.0,-43.81,30.0,386.0
40.0,-43.81,30.0,386.0
40.0,-43.75,30.0,386.0
40.0,-43.69,30.0,386.0
40.0,-43.69,30.0,387.0
40.0,-43.63,30.0,386.0
40.0,-43.63,30.0,387.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,387.0
40.0,-43.56,30.0,386.0
40.0,-43.56,30.0,386.0
30.0,-43.56,31.0,361.0
30.0,-54.38,33.0,339.0
30.0,-58.31,34.0,337.0
30.0,-58.38,34.0,337.0
30.0,-58.31,34.0,338.0
30.0,-58.25,34.0,338.0
30.0,-58.25,34.0,338.0
30.0,-58.19,34.0,338.0
30.0,-58.25,34.0,337.0
30.0,-58.19,34.0,338.0
30.0,-58.19,34.0,338.0
30.0,-58.19,34.0,337.0
30.0,-58.13,34.0,338.0
30.0,-58.13,34.0,338.0
30.0,-58.06,34.0,337.0
30.0,-58.06,34.0,337.0
30.0,-58.06,34.0,337.0
30.0,-58.06,34.0,337.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,338.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,337.0
30.0,-58.0,33.0,337.0
30.0,-58.0,34.0,338.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,338.0
30.0,-58.0,34.0,338.0
30.0,-58.0,34.0,338.0
30.0,-58.0,34.0,338.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,338.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,338.0
30.0,-58.0,34.0,337.0
30.0,-58.0,34.0,338.0
