Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
100.0,100.0,100.0,100.0
70.0,28.25,21.0,585.0
70.0,13.81,21.0,534.0
70.0,-0.25,22.0,522.0
70.0,-2.13,22.0,523.0
70.0,-2.13,22.0,522.0
70.0,-2.13,22.0,522.0
70.0,-2.06,21.0,522.0
70.0,-2.06,22.0,522.0
70.0,-2.0,21.0,522.0
70.0,-2.0,22.0,522.0
70.0,-1.94,21.0,522.0
70.0,-1.94,22.0,522.0
70.0,-1.94,22.0,522.0
70.0,-1.88,22.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,22.0,521.0
70.0,-1.88,22.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,22.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,22.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
70.0,-1.88,21.0,522.0
60.0,-1.94,23.0,501.0
60.0,-11.31,24.0,480.0
60.0,-15.88,25.0,478.0
60.0,-16.0,25.0,478.0
60.0,-16.0,25.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,477.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,477.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,477.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,477.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,477.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,477.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
60.0,-16.0,24.0,478.0
50.0,-16.12,26.0,453.0
50.0,-26.44,28.0,435.0
50.0,-29.94,28.0,434.0
50.0,-29.94,28.0,434.0
50.0,-29.81,28.0,434.0
50.0,-29.75,28.0,434.0
50.0,-29.69,28.0,434.0
50.0,-29.62,28.0,434.0
50.0,-29.56,28.0,434.0
50.0,-29.5,28.0,434.0
50.0,-29.44,28.0,434.0
50.0,-29.44,28.0,434.0
50.0,-29.37,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,433.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,433.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
50.0,-29.25,28.0,434.0
