Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
100.0,100.0,100.0,100.0
70.0,28.31,21.0,579.0
70.0,12.75,21.0,530.0
70.0,-0.5,22.0,522.0
70.0,-1.81,22.0,522.0
70.0,-1.81,22.0,522.0
70.0,-1.81,22.0,522.0
70.0,-1.81,22.0,522.0
70.0,-1.81,22.0,523.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,22.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,523.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,523.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,523.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
70.0,-1.81,21.0,522.0
60.0,-2.13,23.0,497.0
60.0,-12.75,24.0,479.0
60.0,-15.94,24.0,478.0
60.0,-15.94,24.0,478.0
60.0,-15.88,24.0,478.0
60.0,-15.81,24.0,478.0
60.0,-15.75,24.0,478.0
60.0,-15.75,24.0,478.0
60.0,-15.69,24.0,478.0
60.0,-15.69,24.0,478.0
60.0,-15.63,24.0,478.0
60.0,-15.63,24.0,478.0
60.0,-15.63,24.0,478.0
60.0,-15.56,24.0,478.0
60.0,-15.56,24.0,478.0
60.0,-15.5,24.0,478.0
60.0,-15.5,24.0,478.0
60.0,-15.5,24.0,478.0
60.0,-15.5,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.44,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
60.0,-15.38,24.0,478.0
50.0,-15.44,26.0,455.0
50.0,-25.06,28.0,435.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,435.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,435.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,434.0
50.0,-29.31,28.0,435.0
50.0,-29.19,28.0,435.0
50.0,-29.19,28.0,435.0
50.0,-29.19,28.0,435.0
50.0,-29.19,28.0,435.0
50.0,-29.19,28.0,435.0
50.0,-29.19,28.0,435.0
50.0,-29.12,28.0,435.0
40.0,-28.87,29.0,412.0
40.0,-38.63,32.0,388.0
40.0,-43.56,32.0,387.0
