Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
70.0,-1.75,24.0,522.0
70.0,-1.75,24.0,521.0
70.0,-1.75,24.0,522.0
70.0,-1.75,24.0,521.0
70.0,-1.75,24.0,522.0
70.0,-1.75,24.0,522.0
70.0,-1.75,24.0,522.0
70.0,-1.75,24.0,522.0
70.0,-1.75,24.0,522.0
70.0,-1.75,24.0,521.0
100.0,100.0,100.0,100.0
70.0,28.94,21.0,580.0
70.0,13.38,23.0,531.0
70.0,-0.25,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,521.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,521.0
70.0,-1.88,24.0,521.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,521.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,521.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
70.0,-1.88,24.0,522.0
60.0,-1.94,25.0,500.0
60.0,-11.44,27.0,480.0
60.0,-15.63,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,28.0,478.0
60.0,-15.81,27.0,478.0
60.0,-15.81,28.0,478.0
