Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,-3.56,24.0,516.0
70.0,28.87,22.0,580.0
70.0,11.56,23.0,532.0
70.0,-0.5,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
70.0,-1.81,24.0,522.0
60.0,-1.81,25.0,499.0
60.0,-10.94,28.0,479.0
60.0,-14.88,28.0,478.0
60.0,-15.0,28.0,477.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,477.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,27.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,27.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,27.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,28.0,478.0
60.0,-15.0,27.0,478.0
50.0,-15.0,29.0,456.0
50.0,-23.5,31.0,436.0
50.0,-28.12,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,434.0
50.0,-28.25,32.0,433.0
50.0,-28.25,32.0,433.0
40.0,-28.31,34.0,405.0
40.0,-38.63,36.0,387.0
40.0,-42.56,36.0,387.0
40.0,-42.56,36.0,387.0
40.0,-42.56,36.0,386.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,37.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,386.0
40.0,-42.63,36.0,387.0
40.0,-42.63,37.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,37.0,386.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,386.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,37.0,387.0
40.0,-42.63,37.0,387.0
40.0,-42.63,37.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,388.0
40.0,-42.63,36.0,386.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,37.0,387.0
40.0,-42.63,36.0,386.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,387.0
40.0,-42.63,36.0,386.0
40.0,-42.63,36.0,387.0
40.0,-42.63,37.0,386.0
30.0,-42.63,39.0,361.0
30.0,-53.31,42.0,341.0
30.0,-57.31,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,336.0
30.0,-57.63,42.0,337.0
30.0,-57.63,43.0,337.0
30.0,-57.63,43.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,43.0,336.0
30.0,-57.63,43.0,337.0
30.0,-57.63,43.0,336.0
30.0,-57.63,43.0,337.0
30.0,-57.63,43.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,43.0,337.0
30.0,-57.63,43.0,337.0
30.0,-57.63,43.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,43.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,43.0,337.0
30.0,-57.63,43.0,336.0
30.0,-57.63,43.0,337.0
30.0,-57.63,43.0,337.0
30.0,-57.63,42.0,337.0
30.0,-57.63,42.0,336.0
30.0,-57.63,42.0,337.0
20.0,-57.63,45.0,313.0
20.0,-66.81,49.0,291.0
20.0,-71.87,49.0,291.0
20.0,-71.5,49.0,290.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,292.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
20.0,-71.5,50.0,291.0
